plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW14,MAT-200823,E,35.0,External procurement,READY
NW14,MAT-200826,F,35.0,In-house production,READY
NW14,MAT-200832,X,28.0,Mixed procurement,READY
NW14,MAT-200833,X,35.0,Mixed procurement,READY
NW14,MAT-200838,F,35.0,In-house production,READY
NW14,MAT-200839,E,21.0,External procurement,READY
NW14,MAT-200844,F,28.0,In-house production,READY
NW14,MAT-200845,E,45.0,External procurement,READY
NW14,MAT-200846,F,60.0,In-house production,READY
NW14,MAT-200847,F,14.0,In-house production,READY
NW14,MAT-200856,F,60.0,In-house production,READY
NW14,MAT-200865,F,45.0,In-house production,READY
NW14,MAT-200868,X,28.0,Mixed procurement,READY
NW14,MAT-200871,E,45.0,External procurement,READY
NW14,MAT-200872,E,21.0,External procurement,READY
NW14,MAT-200873,E,28.0,External procurement,READY
NW14,MAT-200880,F,35.0,In-house production,READY
NW14,MAT-200885,E,45.0,External procurement,READY
NW14,MAT-200886,E,14.0,External procurement,READY
NW14,MAT-200896,X,14.0,Mixed procurement,READY
NW15,MAT-100004,E,14.0,External procurement,READY
NW15,MAT-100005,E,28.0,External procurement,READY
NW15,MAT-100011,X,14.0,Mixed procurement,READY
NW15,MAT-100014,F,60.0,In-house production,READY
NW15,MAT-100022,X,14.0,Mixed procurement,READY
NW15,MAT-100024,F,35.0,In-house production,READY
NW15,MAT-100026,F,45.0,In-house production,READY
NW15,MAT-100034,E,45.0,External procurement,READY
NW15,MAT-100035,X,35.0,Mixed procurement,READY
NW15,MAT-100038,X,14.0,Mixed procurement,READY
NW15,MAT-100044,E,35.0,External procurement,READY
NW15,MAT-100045,E,14.0,External procurement,READY
NW15,MAT-100047,E,14.0,External procurement,READY
NW15,MAT-100049,X,60.0,Mixed procurement,READY
NW15,MAT-100050,F,45.0,In-house production,READY
NW15,MAT-100054,E,60.0,External procurement,READY
NW15,MAT-100056,X,35.0,Mixed procurement,READY
NW15,MAT-100069,F,60.0,In-house production,READY
NW15,MAT-100074,E,45.0,External procurement,READY
NW15,MAT-100077,X,35.0,Mixed procurement,READY
NW15,MAT-100079,X,60.0,Mixed procurement,READY
NW15,MAT-100082,E,45.0,External procurement,READY
NW15,MAT-100089,E,45.0,External procurement,READY
NW15,MAT-100092,E,28.0,External procurement,READY
NW15,MAT-100097,F,45.0,In-house production,READY
NW15,MAT-100104,E,60.0,External procurement,READY
NW15,MAT-100106,E,14.0,External procurement,READY
NW15,MAT-100117,X,14.0,Mixed procurement,READY
NW15,MAT-100126,E,14.0,External procurement,READY
NW15,MAT-100127,E,14.0,External procurement,READY
NW15,MAT-100130,X,35.0,Mixed procurement,READY
NW15,MAT-100131,X,28.0,Mixed procurement,READY
NW15,MAT-100135,E,60.0,External procurement,READY
NW15,MAT-100139,X,60.0,Mixed procurement,READY
NW15,MAT-100142,E,35.0,External procurement,READY
NW15,MAT-100145,E,45.0,External procurement,READY
NW15,MAT-100151,X,60.0,Mixed procurement,READY
NW15,MAT-100155,E,35.0,External procurement,READY
NW15,MAT-100161,X,35.0,Mixed procurement,READY
NW15,MAT-100164,F,60.0,In-house production,READY
NW15,MAT-100165,F,60.0,In-house production,READY
NW15,MAT-100167,E,14.0,External procurement,READY
NW15,MAT-100179,F,14.0,In-house production,READY
NW15,MAT-100191,X,45.0,Mixed procurement,READY
NW15,MAT-100192,X,60.0,Mixed procurement,READY
NW15,MAT-100194,E,35.0,External procurement,READY
NW15,MAT-100195,X,14.0,Mixed procurement,READY
NW15,MAT-100200,F,28.0,In-house production,READY
NW15,MAT-100207,F,14.0,In-house production,READY
NW15,MAT-100211,F,28.0,In-house production,READY
NW15,MAT-100213,F,14.0,In-house production,READY
NW15,MAT-100214,X,35.0,Mixed procurement,READY
NW15,MAT-100218,X,35.0,Mixed procurement,READY
NW15,MAT-100219,F,60.0,In-house production,READY
NW15,MAT-100230,X,60.0,Mixed procurement,READY
NW15,MAT-100233,F,28.0,In-house production,READY
NW15,MAT-100238,X,45.0,Mixed procurement,READY
NW15,MAT-100240,F,28.0,In-house production,READY
NW15,MAT-100242,X,21.0,Mixed procurement,READY
NW15,MAT-100243,F,60.0,In-house production,READY
NW15,MAT-100246,E,35.0,External procurement,READY
NW15,MAT-100247,X,14.0,Mixed procurement,READY
NW15,MAT-100263,F,45.0,In-house production,READY
NW15,MAT-100268,F,45.0,In-house production,READY
NW15,MAT-100270,X,60.0,Mixed procurement,READY
NW15,MAT-100271,E,21.0,External procurement,READY
NW15,MAT-100281,E,21.0,External procurement,READY
NW15,MAT-100283,E,60.0,External procurement,READY
NW15,MAT-100284,E,14.0,External procurement,READY
NW15,MAT-100285,E,14.0,External procurement,READY
NW15,MAT-100297,F,45.0,In-house production,READY
NW15,MAT-100298,X,14.0,Mixed procurement,READY
NW15,MAT-100299,E,14.0,External procurement,READY
NW15,MAT-100302,F,14.0,In-house production,READY
NW15,MAT-100303,F,14.0,In-house production,READY
NW15,MAT-100313,E,45.0,External procurement,READY
NW15,MAT-100314,F,45.0,In-house production,READY
NW15,MAT-100317,F,21.0,In-house production,READY
NW15,MAT-100320,F,60.0,In-house production,READY
NW15,MAT-100339,X,28.0,Mixed procurement,READY
NW15,MAT-100344,X,35.0,Mixed procurement,READY
NW15,MAT-100354,X,60.0,Mixed procurement,READY
NW15,MAT-100360,X,45.0,Mixed procurement,READY
NW15,MAT-100363,X,14.0,Mixed procurement,READY
NW15,MAT-100366,X,60.0,Mixed procurement,READY
NW15,MAT-100367,X,35.0,Mixed procurement,READY
NW15,MAT-100373,F,35.0,In-house production,READY
NW15,MAT-100374,F,28.0,In-house production,READY
NW15,MAT-100384,X,35.0,Mixed procurement,READY
NW15,MAT-100387,F,60.0,In-house production,READY
NW15,MAT-100391,E,60.0,External procurement,READY
NW15,MAT-100393,X,60.0,Mixed procurement,READY
NW15,MAT-100405,X,60.0,Mixed procurement,READY
NW15,MAT-100407,E,45.0,External procurement,READY
NW15,MAT-100418,F,45.0,In-house production,READY
NW15,MAT-100419,F,45.0,In-house production,READY
NW15,MAT-100420,F,35.0,In-house production,READY
NW15,MAT-100421,F,21.0,In-house production,READY
NW15,MAT-100425,F,14.0,In-house production,READY
NW15,MAT-100426,E,45.0,External procurement,READY
NW15,MAT-100437,F,21.0,In-house production,READY
NW15,MAT-100438,F,35.0,In-house production,READY
NW15,MAT-100441,F,35.0,In-house production,READY
NW15,MAT-100447,X,35.0,Mixed procurement,READY
NW15,MAT-100450,X,35.0,Mixed procurement,READY
NW15,MAT-100464,F,35.0,In-house production,READY
NW15,MAT-100468,E,35.0,External procurement,READY
NW15,MAT-100472,X,14.0,Mixed procurement,READY
NW15,MAT-100478,E,21.0,External procurement,READY
NW15,MAT-100484,X,60.0,Mixed procurement,READY
NW15,MAT-100490,X,60.0,Mixed procurement,READY
NW15,MAT-100492,X,35.0,Mixed procurement,READY
NW15,MAT-100495,E,35.0,External procurement,READY
NW15,MAT-100499,X,45.0,Mixed procurement,READY
NW15,MAT-100502,F,28.0,In-house production,READY
NW15,MAT-100504,X,35.0,Mixed procurement,READY
NW15,MAT-100510,F,14.0,In-house production,READY
NW15,MAT-100518,E,45.0,External procurement,READY
NW15,MAT-100521,E,35.0,External procurement,READY
NW15,MAT-100524,E,14.0,External procurement,READY
NW15,MAT-100528,F,14.0,In-house production,READY
NW15,MAT-100529,X,28.0,Mixed procurement,READY
NW15,MAT-100531,E,21.0,External procurement,READY
NW15,MAT-100532,X,21.0,Mixed procurement,READY
NW15,MAT-100533,X,60.0,Mixed procurement,READY
NW15,MAT-100535,F,28.0,In-house production,READY
NW15,MAT-100538,F,21.0,In-house production,READY
NW15,MAT-100542,F,21.0,In-house production,READY
NW15,MAT-100543,E,60.0,External procurement,READY
NW15,MAT-100564,X,45.0,Mixed procurement,READY
NW15,MAT-100568,X,45.0,Mixed procurement,READY
NW15,MAT-100573,E,14.0,External procurement,READY
NW15,MAT-100574,F,28.0,In-house production,READY
NW15,MAT-100586,E,60.0,External procurement,READY
NW15,MAT-100589,X,60.0,Mixed procurement,READY
NW15,MAT-100593,F,14.0,In-house production,READY
NW15,MAT-100595,F,14.0,In-house production,READY
NW15,MAT-100597,E,14.0,External procurement,READY
NW15,MAT-100603,E,14.0,External procurement,READY
NW15,MAT-100609,E,35.0,External procurement,READY
NW15,MAT-100610,X,45.0,Mixed procurement,READY
NW15,MAT-100611,F,21.0,In-house production,READY
NW15,MAT-100616,E,45.0,External procurement,READY
NW15,MAT-100618,X,60.0,Mixed procurement,READY
NW15,MAT-100619,E,35.0,External procurement,READY
NW15,MAT-100635,E,60.0,External procurement,READY
NW15,MAT-100637,E,14.0,External procurement,READY
NW15,MAT-100648,F,60.0,In-house production,READY
NW15,MAT-100655,F,35.0,In-house production,READY
NW15,MAT-100659,F,60.0,In-house production,READY
NW15,MAT-100660,F,35.0,In-house production,READY
NW15,MAT-100664,F,14.0,In-house production,READY
NW15,MAT-100666,E,28.0,External procurement,READY
NW15,MAT-100667,X,45.0,Mixed procurement,READY
NW15,MAT-100673,X,14.0,Mixed procurement,READY
NW15,MAT-100681,F,45.0,In-house production,READY
NW15,MAT-100683,E,14.0,External procurement,READY
NW15,MAT-100686,E,35.0,External procurement,READY
NW15,MAT-100694,E,21.0,External procurement,READY
NW15,MAT-100698,F,28.0,In-house production,READY
NW15,MAT-100699,F,60.0,In-house production,READY
NW15,MAT-100706,F,45.0,In-house production,READY
NW15,MAT-100707,E,28.0,External procurement,READY
NW15,MAT-100708,F,14.0,In-house production,READY
NW15,MAT-100709,F,28.0,In-house production,READY
NW15,MAT-100717,X,28.0,Mixed procurement,READY
NW15,MAT-100725,E,45.0,External procurement,READY
NW15,MAT-100728,E,60.0,External procurement,READY
NW15,MAT-100736,E,35.0,External procurement,READY
NW15,MAT-100739,X,21.0,Mixed procurement,READY
NW15,MAT-100740,E,45.0,External procurement,READY
NW15,MAT-100744,X,14.0,Mixed procurement,READY
NW15,MAT-100750,X,35.0,Mixed procurement,READY
NW15,MAT-100754,E,60.0,External procurement,READY
NW15,MAT-100757,X,45.0,Mixed procurement,READY
NW15,MAT-100769,E,45.0,External procurement,READY
NW15,MAT-100771,X,60.0,Mixed procurement,READY
NW15,MAT-100773,F,45.0,In-house production,READY
NW15,MAT-100777,F,60.0,In-house production,READY
NW15,MAT-100780,F,28.0,In-house production,READY
NW15,MAT-100784,E,21.0,External procurement,READY
NW15,MAT-100785,E,35.0,External procurement,READY
NW15,MAT-100790,F,60.0,In-house production,READY
NW15,MAT-100793,X,60.0,Mixed procurement,READY
NW15,MAT-100798,F,14.0,In-house production,READY
NW15,MAT-100802,X,14.0,Mixed procurement,READY
NW15,MAT-100818,F,60.0,In-house production,READY
NW15,MAT-100820,X,45.0,Mixed procurement,READY
NW15,MAT-100831,F,60.0,In-house production,READY
NW15,MAT-100833,E,14.0,External procurement,READY
NW15,MAT-100839,X,28.0,Mixed procurement,READY
NW15,MAT-100843,X,35.0,Mixed procurement,READY
NW15,MAT-100847,X,35.0,Mixed procurement,READY
NW15,MAT-100855,E,14.0,External procurement,READY
NW15,MAT-100857,E,60.0,External procurement,READY
NW15,MAT-100861,F,45.0,In-house production,READY
NW15,MAT-100871,F,45.0,In-house production,READY
NW15,MAT-100872,X,35.0,Mixed procurement,READY
NW15,MAT-100875,E,45.0,External procurement,READY
NW15,MAT-100877,F,28.0,In-house production,READY
NW15,MAT-100878,F,14.0,In-house production,READY
NW15,MAT-100882,X,21.0,Mixed procurement,READY
NW15,MAT-100886,X,28.0,Mixed procurement,READY
NW15,MAT-100889,X,21.0,Mixed procurement,READY
NW15,MAT-100910,F,45.0,In-house production,READY
NW15,MAT-100911,X,28.0,Mixed procurement,READY
NW15,MAT-100923,E,45.0,External procurement,READY
NW15,MAT-100932,X,14.0,Mixed procurement,READY
NW15,MAT-100938,F,35.0,In-house production,READY
NW15,MAT-100943,F,45.0,In-house production,READY
NW15,MAT-100948,F,14.0,In-house production,READY
NW15,MAT-100949,F,21.0,In-house production,READY
NW15,MAT-100957,E,21.0,External procurement,READY
NW15,MAT-100960,X,35.0,Mixed procurement,READY
NW15,MAT-100961,X,35.0,Mixed procurement,READY
NW15,MAT-100968,X,28.0,Mixed procurement,READY
NW15,MAT-100974,F,45.0,In-house production,READY
NW15,MAT-100978,E,28.0,External procurement,READY
NW15,MAT-100979,E,21.0,External procurement,READY
NW15,MAT-100982,E,35.0,External procurement,READY
NW15,MAT-100995,F,45.0,In-house production,READY
NW15,MAT-100997,E,35.0,External procurement,READY
NW15,MAT-100999,F,45.0,In-house production,READY
NW15,MAT-101006,X,14.0,Mixed procurement,READY
NW15,MAT-101016,X,60.0,Mixed procurement,READY
NW15,MAT-101017,F,21.0,In-house production,READY
NW15,MAT-101032,F,60.0,In-house production,READY
NW15,MAT-101033,F,14.0,In-house production,READY
NW15,MAT-101037,F,21.0,In-house production,READY
NW15,MAT-101039,X,14.0,Mixed procurement,READY
NW15,MAT-101042,X,21.0,Mixed procurement,READY
NW15,MAT-101053,X,45.0,Mixed procurement,READY
NW15,MAT-101055,X,35.0,Mixed procurement,READY
NW15,MAT-101068,F,45.0,In-house production,READY
NW15,MAT-101072,X,28.0,Mixed procurement,READY
NW15,MAT-101086,E,45.0,External procurement,READY
NW15,MAT-101090,E,14.0,External procurement,READY
NW15,MAT-101091,F,28.0,In-house production,READY
NW15,MAT-101093,X,35.0,Mixed procurement,READY
NW15,MAT-101100,X,45.0,Mixed procurement,READY
NW15,MAT-101101,F,45.0,In-house production,READY
NW15,MAT-101107,E,45.0,External procurement,READY
NW15,MAT-101110,E,28.0,External procurement,READY
NW15,MAT-101113,F,28.0,In-house production,READY
NW15,MAT-101116,F,60.0,In-house production,READY
NW15,MAT-101117,X,60.0,Mixed procurement,READY
NW15,MAT-101126,X,60.0,Mixed procurement,READY
NW15,MAT-101131,E,35.0,External procurement,READY
NW15,MAT-101134,F,28.0,In-house production,READY
NW15,MAT-101144,F,60.0,In-house production,READY
NW15,MAT-101161,F,14.0,In-house production,READY
NW15,MAT-101163,E,35.0,External procurement,READY
NW15,MAT-101169,X,14.0,Mixed procurement,READY
NW15,MAT-101175,E,60.0,External procurement,READY
NW15,MAT-101182,F,45.0,In-house production,READY
NW15,MAT-101194,E,28.0,External procurement,READY
NW15,MAT-101196,E,45.0,External procurement,READY
NW15,MAT-101198,E,60.0,External procurement,READY
NW15,MAT-101205,F,14.0,In-house production,READY
NW15,MAT-101207,X,35.0,Mixed procurement,READY
NW15,MAT-101221,E,60.0,External procurement,READY
NW15,MAT-101237,E,60.0,External procurement,READY
NW15,MAT-101238,F,21.0,In-house production,READY
NW15,MAT-101240,X,45.0,Mixed procurement,READY
NW15,MAT-101241,E,35.0,External procurement,READY
NW15,MAT-101247,F,60.0,In-house production,READY
NW15,MAT-101251,X,45.0,Mixed procurement,READY
NW15,MAT-101252,X,45.0,Mixed procurement,READY
NW15,MAT-101254,F,60.0,In-house production,READY
NW15,MAT-101256,F,35.0,In-house production,READY
NW15,MAT-101263,E,35.0,External procurement,READY
NW15,MAT-101276,E,60.0,External procurement,READY
NW15,MAT-101279,E,14.0,External procurement,READY
NW15,MAT-101281,F,35.0,In-house production,READY
NW15,MAT-101284,F,45.0,In-house production,READY
NW15,MAT-101294,X,60.0,Mixed procurement,READY
NW15,MAT-101296,X,35.0,Mixed procurement,READY
NW15,MAT-101297,X,45.0,Mixed procurement,READY
NW15,MAT-101308,F,28.0,In-house production,READY
NW15,MAT-101315,X,28.0,Mixed procurement,READY
NW15,MAT-101330,X,35.0,Mixed procurement,READY
NW15,MAT-101333,X,45.0,Mixed procurement,READY
NW15,MAT-101343,X,14.0,Mixed procurement,READY
NW15,MAT-101352,F,21.0,In-house production,READY
NW15,MAT-101357,X,60.0,Mixed procurement,READY
NW15,MAT-101359,F,14.0,In-house production,READY
NW15,MAT-101360,X,60.0,Mixed procurement,READY
NW15,MAT-101361,X,35.0,Mixed procurement,READY
NW15,MAT-101364,F,28.0,In-house production,READY
NW15,MAT-101370,E,21.0,External procurement,READY
NW15,MAT-101382,F,35.0,In-house production,READY
NW15,MAT-101383,F,21.0,In-house production,READY
NW15,MAT-101386,X,35.0,Mixed procurement,READY
NW15,MAT-101387,E,28.0,External procurement,READY
NW15,MAT-101399,X,21.0,Mixed procurement,READY
NW15,MAT-101401,E,14.0,External procurement,READY
NW15,MAT-101402,E,21.0,External procurement,READY
NW15,MAT-101404,E,21.0,External procurement,READY
NW15,MAT-101405,F,60.0,In-house production,READY
NW15,MAT-101408,E,60.0,External procurement,READY
NW15,MAT-101409,X,45.0,Mixed procurement,READY
NW15,MAT-101414,F,60.0,In-house production,READY
NW15,MAT-101419,X,45.0,Mixed procurement,READY
NW15,MAT-101422,X,35.0,Mixed procurement,READY
NW15,MAT-101431,E,28.0,External procurement,READY
NW15,MAT-101434,X,60.0,Mixed procurement,READY
NW15,MAT-101439,F,60.0,In-house production,READY
NW15,MAT-101440,E,35.0,External procurement,READY
NW15,MAT-101447,E,60.0,External procurement,READY
NW15,MAT-101449,E,35.0,External procurement,READY
NW15,MAT-101451,X,14.0,Mixed procurement,READY
NW15,MAT-101457,X,60.0,Mixed procurement,READY
NW15,MAT-101469,F,45.0,In-house production,READY
NW15,MAT-101474,E,45.0,External procurement,READY
NW15,MAT-101488,F,60.0,In-house production,READY
NW15,MAT-101489,X,21.0,Mixed procurement,READY
NW15,MAT-101495,E,28.0,External procurement,READY
NW15,MAT-101497,X,60.0,Mixed procurement,READY
NW15,MAT-200005,E,28.0,External procurement,READY
NW15,MAT-200010,F,21.0,In-house production,READY
NW15,MAT-200013,X,28.0,Mixed procurement,READY
NW15,MAT-200014,E,45.0,External procurement,READY
NW15,MAT-200017,E,21.0,External procurement,READY
NW15,MAT-200029,X,45.0,Mixed procurement,READY
NW15,MAT-200030,F,45.0,In-house production,READY
NW15,MAT-200031,E,21.0,External procurement,READY
NW15,MAT-200038,E,45.0,External procurement,READY
NW15,MAT-200039,X,21.0,Mixed procurement,READY
NW15,MAT-200044,F,35.0,In-house production,READY
NW15,MAT-200050,F,14.0,In-house production,READY
NW15,MAT-200056,X,28.0,Mixed procurement,READY
NW15,MAT-200061,F,45.0,In-house production,READY
NW15,MAT-200067,X,35.0,Mixed procurement,READY
NW15,MAT-200074,X,14.0,Mixed procurement,READY
NW15,MAT-200076,X,28.0,Mixed procurement,READY
NW15,MAT-200084,F,60.0,In-house production,READY
NW15,MAT-200086,X,14.0,Mixed procurement,READY
NW15,MAT-200089,X,60.0,Mixed procurement,READY
NW15,MAT-200093,X,35.0,Mixed procurement,READY
NW15,MAT-200094,F,35.0,In-house production,READY
NW15,MAT-200105,X,21.0,Mixed procurement,READY
NW15,MAT-200110,F,45.0,In-house production,READY
NW15,MAT-200115,E,14.0,External procurement,READY
NW15,MAT-200116,X,14.0,Mixed procurement,READY
NW15,MAT-200118,X,14.0,Mixed procurement,READY
NW15,MAT-200123,X,60.0,Mixed procurement,READY
NW15,MAT-200125,F,14.0,In-house production,READY
NW15,MAT-200129,E,28.0,External procurement,READY
NW15,MAT-200130,F,35.0,In-house production,READY
NW15,MAT-200136,E,45.0,External procurement,READY
NW15,MAT-200140,F,35.0,In-house production,READY
NW15,MAT-200142,X,60.0,Mixed procurement,READY
NW15,MAT-200148,E,21.0,External procurement,READY
NW15,MAT-200152,E,45.0,External procurement,READY
NW15,MAT-200153,E,60.0,External procurement,READY
NW15,MAT-200155,X,60.0,Mixed procurement,READY
NW15,MAT-200156,E,45.0,External procurement,READY
NW15,MAT-200158,X,35.0,Mixed procurement,READY
NW15,MAT-200159,X,45.0,Mixed procurement,READY
NW15,MAT-200164,E,14.0,External procurement,READY
NW15,MAT-200165,E,60.0,External procurement,READY
NW15,MAT-200170,X,28.0,Mixed procurement,READY
NW15,MAT-200172,E,28.0,External procurement,READY
NW15,MAT-200175,X,60.0,Mixed procurement,READY
NW15,MAT-200185,F,35.0,In-house production,READY
NW15,MAT-200198,X,60.0,Mixed procurement,READY
NW15,MAT-200202,E,28.0,External procurement,READY
NW15,MAT-200213,E,60.0,External procurement,READY
NW15,MAT-200217,X,35.0,Mixed procurement,READY
NW15,MAT-200218,E,35.0,External procurement,READY
NW15,MAT-200231,E,35.0,External procurement,READY
NW15,MAT-200234,F,14.0,In-house production,READY
NW15,MAT-200241,F,60.0,In-house production,READY
